assertion_id,subject_id,predicate,object_id,start_year,end_year,who,confidence
d9b6fa23-01b0-4e01-a22b-2fe358e863ee,ALB-CN-1870-10260,isSameAs,ALB-CN-1880-26251,1870,1880,70-80,0.948
11108a85-a7f6-4ac6-9460-89558c2d9f6c,ALB-CN-1870-10261,isSameAs,ALB-CN-1880-26252,1870,1880,70-80,0.964
97f6e6e7-b488-454e-91b8-6f41a5898b0a,ALB-CN-1870-10263,isSameAs,ALB-CN-1880-26254,1870,1880,70-80,0.948
2a98e5a3-1a35-4c47-863d-c2debb8f708a,ALB-CN-1870-10264,isSameAs,ALB-CN-1880-26255,1870,1880,70-80,0.948
0d1e270d-8143-4f4c-82c2-917c6d682cc1,ALB-CN-1870-10266,isSameAs,ALB-CN-1880-26258,1870,1880,70-80,0.786
9e1e5951-c6d4-4db7-bc0e-f62d908c02f7,ALB-CN-1870-1027,isSameAs,ALB-CN-1880-22839,1870,1880,70-80,0.75
ac4e7146-79f6-4fc7-82e5-8534a7bfeb55,ALB-CN-1870-10271,isSameAs,ALB-CN-1880-25268,1870,1880,70-80,0.81
02087535-a58d-425b-8ad7-186bd3d73f8a,ALB-CN-1870-10273,isSameAs,ALB-CN-1880-24690,1870,1880,70-80,0.937
e3f47255-340d-4e3b-85c9-10fa2331d4b4,ALB-CN-1870-10274,isSameAs,ALB-CN-1880-24691,1870,1880,70-80,0.881
dc32dfcf-add9-431f-af7c-a580d38bc531,ALB-CN-1870-10277,isSameAs,ALB-CN-1880-30045,1870,1880,70-80,0.976
ef51816a-c747-4f95-ba9e-37cd501dc2bd,ALB-CN-1870-10278,isSameAs,ALB-CN-1880-30046,1870,1880,70-80,0.984
1474949c-5cc2-4391-9176-1de95d271377,ALB-CN-1870-10279,isSameAs,ALB-CN-1880-30047,1870,1880,70-80,0.982
da185fcf-8770-4279-b412-d25f6ca73a10,ALB-CN-1870-10280,isSameAs,ALB-CN-1880-30048,1870,1880,70-80,0.984
921ffa9c-53b0-478f-915e-e85dc9ee30fb,ALB-CN-1870-10281,isSameAs,ALB-CN-1880-30049,1870,1880,70-80,0.75
2cc120c5-8932-4278-a994-365adcef2071,ALB-CN-1870-10284,isSameAs,ALB-CN-1880-15690,1870,1880,70-80,0.711
917e072d-525d-4d5d-9a11-60a33cc24d6d,ALB-CN-1870-10286,isSameAs,ALB-CN-1880-31738,1870,1880,70-80,0.953
01fc3c7f-e026-42db-87ee-2f1e115b61d9,ALB-CN-1870-10287,isSameAs,ALB-CN-1880-20233,1870,1880,70-80,0.9
71f8654b-49ad-4e76-9bd9-6dc6297d0839,ALB-CN-1870-10288,isSameAs,ALB-CN-1880-31740,1870,1880,70-80,0.971
c9ccfac2-9f86-497d-9cc0-fc08a8ce7b3c,ALB-CN-1870-10289,isSameAs,ALB-CN-1880-31741,1870,1880,70-80,0.913
fb6872ce-e0d6-4739-a785-fe5966fabbed,ALB-CN-1870-10290,isSameAs,ALB-CN-1880-14562,1870,1880,70-80,0.711
6fb82ed7-a06d-486d-a816-4cef292259c8,ALB-CN-1870-10292,isSameAs,ALB-CN-1880-31723,1870,1880,70-80,0.881
d7434263-7171-4a03-b7d9-af05465e1fb6,ALB-CN-1870-10293,isSameAs,ALB-CN-1880-31724,1870,1880,70-80,0.679
757fd07b-12f2-4ef4-bb01-42762ed2c2f5,ALB-CN-1870-10294,isSameAs,ALB-CN-1880-31729,1870,1880,70-80,0.622
26de88fa-f518-458e-ae12-dcbafd003385,ALB-CN-1870-10298,isSameAs,ALB-CN-1880-13273,1870,1880,70-80,0.701
258cf537-a451-404b-9456-32390fd3edf1,ALB-CN-1870-10299,isSameAs,ALB-CN-1880-13270,1870,1880,70-80,0.818
99f3dc99-6ef3-46ed-9225-7e237492734d,ALB-CN-1870-103,isSameAs,ALB-CN-1880-22159,1870,1880,70-80,0.943
128de9a6-4b9f-401d-b1aa-e70c3ba4b6e2,ALB-CN-1870-1030,isSameAs,ALB-CN-1880-13773,1870,1880,70-80,0.721
2d31a5bd-b211-4e46-8d97-125ecbaa5f7f,ALB-CN-1870-10301,isSameAs,ALB-CN-1880-13272,1870,1880,70-80,0.943
b6f109d9-3835-43dd-87e5-082f4e37ed98,ALB-CN-1870-10302,isSameAs,ALB-CN-1880-30958,1870,1880,70-80,0.971
2cc85b28-3e86-41ed-bdc1-f0a1efd354ef,ALB-CN-1870-10303,isSameAs,ALB-CN-1880-30960,1870,1880,70-80,0.971
843ecbf9-c35c-40b7-b78e-35e163139d0f,ALB-CN-1870-10304,isSameAs,ALB-CN-1880-30961,1870,1880,70-80,0.99
b37f6e2d-8555-41bb-9eba-7557956e21f3,ALB-CN-1870-10305,isSameAs,ALB-CN-1880-25001,1870,1880,70-80,0.786
90fb6349-0ad0-429c-b2ee-7bdd9cbf2ad3,ALB-CN-1870-10306,isSameAs,ALB-CN-1880-25007,1870,1880,70-80,0.786
238acd93-0aac-4bd6-89a1-40dade7afd2f,ALB-CN-1870-10308,isSameAs,ALB-CN-1880-11669,1870,1880,70-80,0.731
